CNES,CO_INE,CO_CBO,MICROAREA
2637294,,516220,
2637294,,322205,
2637294,,516220,
2319160,,422210,
0026360,0000154350,515105,
0028096,0000154504,515140,
0134252,,411010,
0407070,,131210,
0026379,,515140,
0028096,0000154504,515105,
0134252,,515205,
0028096,0000154512,515105,
0028096,0000154512,515105,
0029106,0000154660,515105,
0026379,0000154377,515105,
0028665,0001560204,515310,
0407070,,239425,
0028673,0000154571,515105,
0265500,,411010,
0026387,0000154385,515105,
0028363,,516220,
0028673,0000154571,515105,
0029114,0000154695,515105,
0265500,,131205,
0265500,,411005,
0265500,,411010,
0265500,,411010,
0000981,,322205,
0001058,,515140,
0001058,,515140,
0001058,,411010,
0001236,0000153079,515105,
0001236,0000153079,515105,
0000809,,515215,
0000809,,422105,
0000809,,223415,
0000809,,411010,
0000809,,322230,
0000809,,352210,
0000825,,411010,
0000876,0000152730,515105,
0001015,,411010,
0001015,,422105,
0001058,,411010,
0001236,0000153087,515140,
6468918,,515120,
0001236,0000153087,515105,
0001236,0000153087,515105,
0001236,0000153087,515105,
0000809,,324205,
0000825,0000152609,515105,
0001058,0000152900,515105,
0001139,,422105,
0000779,,411010,
0000809,,422105,
0000809,,322230,
0000809,,515215,
0000825,0000152609,515140,
0000418,,322205,
0000876,0000152773,515105,
0000981,,422105,
0001139,,422205,
0001139,,411010,
0001139,,411010,
0000779,,411010,
0000779,,411010,
0000809,,515215,
0000809,,422105,
0001015,,782320,
0001015,,782320,
0001058,0000152919,515105,
0000752,0000152455,515105,
0000809,,515215,
0001058,0000152935,515105,
0000701,,411005,
0000809,,324205,
0000809,,322230,
0000833,0000152633,515105,
0000906,,411010,
0000477,,322205,
0000477,,515215,
0000477,,515110,
0000426,,322230,
0000477,,411010,
2802783,,322205,
0000477,,322205,
0000426,,411010,
0000477,,221205,
0000426,,223415,
0000396,,221205,
0000477,,411010,
0000477,,324205,
0000426,,322205,
0000477,,411010,
0000477,,515215,
0000477,,322230,
0000477,,411010,
0000809,,324205,
0000809,,322230,
0000655,,223505,
0000809,,322230,
0000833,0000152633,515105,
0000906,,411010,
0001058,0001559095,515105,
0001163,0000153044,515140,
0000779,,411010,
0000809,,322230,
0000809,,322230,
0000396,,322230,
0000957,,411010,
0000957,,515140,
0000981,,422105,
0001236,0000153109,515105,
0000701,,411005,
0000760,0000152498,515140,
0000809,,515215,
0000809,,515215,
0000809,,324205,
0000477,,322205,
0000841,,322205,
0000957,0000152846,515105,
0000981,,422105,
0001015,,515110,
0001163,0001557718,515140,
0000701,,422105,
0000760,0000152498,515105,
0000809,,325115,
0000809,,324205,
0000809,,411010,
0001082,,411010,
0001163,0001557866,515105,
0000809,,422105,
0000809,,324205,
0000809,,324205,
3983730,,325110,
0000809,,324205,
2711613,,221105,
0000868,,411010,
0000981,,515215,
0001163,0001557866,515140,
0001198,,131210,
0000809,,515215,
0000809,,515215,
0000817,,411010,
0000868,0000152684,515105,
0001015,,411010,
0001015,,422205,
0000779,,131210,
6503640,,131210,
0000868,0000152692,515105,
0000868,0000152692,515105,
0001015,,422105,
0000809,,515215,
0000701,,324205,
0000809,,422105,
0000809,,411005,
0001236,,131210,
0000809,,422105,
0000809,,422105,
0000817,0001471384,515105,
0001015,,411010,
0001112,,131210,
0001414,0002333996,515105,
0001112,,515105,
0000809,,515215,
0000809,,324205,
0000809,,411010,
0000809,,515215,
0000825,,322250,
3445275,,322250,
0000531,,422105,
0000655,,322205,
0000655,,322205,
0000655,,322205,
0000477,,411010,
0000531,,411010,
0000655,,322205,
0000531,,411010,
0000558,,411010,
0000558,,411010,
0000531,,515110,
0000620,,411010,
0000655,,322205,
0000655,,422105,
0000531,,411010,
0000655,,322205,
2802783,,322205,
3983730,,322205,
0000655,,325115,
0000655,,322205,
2427427,,322205,
0000655,,322205,
0000655,,322205,
0000531,,515110,
0000558,,411010,
0000620,,411005,
0000477,,322205,
0000507,,411010,
0000531,,515110,
0000590,,422105,
0000655,,766420,
0000604,,411010,
0000655,,325115,
0000655,,411010,
0000655,,224130,
3006476,0000154946,515105,
0000655,,224130,
2711974,,324205,
0000477,,411010,
0000531,,322415,
0000531,,411010,
0000604,,411010,
0000604,,324205,
0000655,,322205,
0000655,,322205,
0000981,,322205,
0000655,,322205,
6488315,,223505,
0000590,,411010,
0000639,0000152404,515140,
0000655,,322205,
0000477,,322205,
0000531,,411010,
0000590,,411010,
0000590,,411005,
0000604,,322605,
0000639,0000152412,515105,
0000639,0000152420,515105,
0000655,,322205,
0000418,,322205,
0000477,,322230,
0000477,,322230,
0000639,0000152420,515105,
0000655,,322205,
6983510,,322205,
0000655,,322205,
0000655,,322205,
0000426,,322205,
0000671,,322205,
0000655,,322205,
0000477,,515110,
0000590,,411010,
0000612,,422105,
0000639,0001476459,515105,
0000701,,411010,
0000760,0000152463,515105,
0000779,,324205,
0000655,,322205,
0000655,,322205,
0000655,,322205,
0000655,,322205,
0000655,,224130,
0000655,,322205,
0000655,,322205,
0000655,,322205,
0000655,,322230,
0000655,,322205,
0000671,,411010,
0000655,,322205,
0000655,,322230,
0000655,,322230,
0113964,,322230,
0000655,,411010,
0000655,,322205,
7524501,,322205,
0000655,,322205,
0000671,,411005,
0000655,,422105,
0000655,,322230,
0000655,,322205,
0000655,,322205,
0028673,0000154571,322245,
0000655,,322205,
0000655,,322205,
0000655,,322230,
0000655,,322205,
0000477,,322205,
0000655,,322205,
0000655,,422105,
0000655,,322205,
0000655,,322230,
0000655,,411010,
0000655,,322230,
0000655,,322205,
0000655,,322205,
0000655,,322205,
0000655,,411010,
0000655,,322230,
0000655,,322205,
0000418,,322230,
0000655,,322205,
0000418,,322205,
0000655,,322205,
0000655,,224130,
0000655,,411010,
0000655,,322205,
0000655,,322230,
0000655,,322205,
0000655,,322230,
0000655,,322230,
0000655,,322205,
0000655,,322230,
0000655,,322205,
0000655,,325115,
0000655,,352210,
0000477,,322205,
0000418,,322205,
0000558,,411010,
0000590,,411010,
0000612,,422105,
0000612,,411010,
0000655,,411010,
0000531,,411010,
0000612,,411010,
0000655,,322205,
0000531,,411010,
0000612,,411010,
0000647,,422105,
0000655,,322205,
0001252,0000153176,322245,
0000655,,322205,
0000531,,411010,
0000418,,322205,
0000418,,322205,
0000418,,411010,
6908268,,223505,
0000418,,322205,
0000418,,322205,
0000655,,322205,
0000418,,322205,
0000418,,322205,
0001015,,322205,
0000418,,322205,
2427427,,322205,
0000418,,422105,
0000418,,322230,
0000418,,322205,
0000418,,325210,
0000396,,411010,
0000396,,325115,
0000396,,324205,
0000396,,322205,
0000396,,325115,
0000396,,325115,
0000396,,422105,
0000396,,325115,
0000396,,422105,
0000396,,422105,
0000396,,411010,
0000396,,324205,
0000418,,324205,
0000396,,411010,
0000396,,325115,
0000396,,322230,
0000620,,322230,
0000426,,411010,
0000418,,325115,
0000426,,322205,
0000426,,325115,
0000477,,322205,
0000418,,322205,
0000418,,322230,
0000396,,322205,
0000426,,422105,
0001082,,322205,
0000426,,322205,
0000418,,322205,
6472982,,322205,
0000671,,422105,
0000671,,411005,
0000655,,322205,
0000655,,422105,
0000671,,411010,
0000655,,322230,
0000655,,322205,
0000671,,322415,
3153487,0001833138,322430,
0000655,,322205,
0000655,,322205,
0000655,,322205,
0000655,,322230,
0000558,,322230,
0000655,,322230,
0000671,,411010,
0000701,,411005,
0000655,,411010,
0000655,,322205,
0000655,,322205,
0000701,,411005,
0000418,,221205,
0000655,,224130,
0000655,,322205,
0000701,,322205,
0000655,,322205,
0001996,,322205,
0000655,,322230,
0000655,,322205,
0000655,,322230,
0000655,,322230,
0000655,,322205,
0000655,,322205,
0000655,,322230,
0000418,,322230,
0000418,,322230,
0000655,,322205,
0000418,,322205,
0000418,,322205,
0000418,,322205,
0000418,,322205,
0001015,,322205,
2802783,,322205,
0000418,,322205,
0000418,,322205,
0000418,,322205,
0000418,,322205,
0000418,,515215,
0000477,,515215,
2712075,,221105,
0000418,,322205,
0000418,,322205,
0000418,,221205,
0000418,,325115,
0000418,,322205,
0000418,,322230,
0000396,,422205,
0000396,,322230,
0000396,,422105,
0000396,,411010,
0000396,,325115,
0000396,,411010,
0000396,,324205,
0000396,,322230,
0000396,,411010,
0000396,,322230,
0000418,,322230,
0000418,,322205,
0000418,,322230,
0000418,,411010,
0000418,,411010,
0000418,,411010,
0000418,,325210,
0000418,,411010,
0000418,,325115,
0000418,,322230,
0001058,0000152900,515105,
0000418,,322205,
0000418,,422105,
0000396,,322205,
0000418,,322230,
0000418,,322205,
0000655,,322205,
0000418,,322230,
0000418,,411005,
2802783,,322230,
0000418,,325105,
0000418,,422205,
0000418,,422105,
0000418,,322230,
0000418,,322230,
0000418,,322205,
0000418,,322230,
0000418,,322205,
0000418,,322230,
0000396,,411010,
0000396,,422105,
0000396,,322205,
0000418,,422105,
0000418,,221205,
0000418,,322205,
0000418,,322205,
0000418,,322205,
0000418,,322205,
0000418,,322230,
0000418,,322205,
0000418,,322205,
0000418,,322205,
3445275,0000155438,515105,
3505812,,516220,
3569322,0000155632,515105,
3569322,0000155632,515105,
3938301,,516220,
3938301,,516220,
2802783,,411010,
3006476,0000154946,515105,
3569349,0000155640,515105,
3569349,0000155640,515105,
3131572,0000155047,515105,
3153584,0000155195,515105,
3639827,0000155659,515105,
3007995,0000154954,515105,
3131572,0000155055,515105,
3153584,0000155209,515105,
3302008,0000155276,515105,
3302040,,515305,
3302040,,516220,
3470253,0000155454,515105,
3470253,0000155462,515105,
3562581,,515140,
3007995,0000154962,515105,
3007995,0000154962,515105,
3153460,,422105,
3639827,0000155675,515105,
3639827,0000155675,515105,
3301974,,515105,
3301974,,411010,
3562581,0000155500,515105,
3037096,,422105,
3153460,0000155071,515105,
0000981,,322205,
3153460,0000155098,515105,
3037096,,411010,
7977018,,224140,
7992955,,411010,
7992955,,422105,
9069569,0002436965,515105,
2802783,,322205,
9384324,0000153591,515105,
7992955,0000154407,515140,
7992955,0000154407,515140,
9384324,0002401312,515105,
7992955,0000154407,515105,
9701036,,782320,
9890327,,131210,
7993412,,223915,
9069569,,411010,
9069569,0000155403,515105,
9069569,0000155411,515105,
7958838,,411010,
9069569,0000155411,515140,
0000396,,411010,
0000396,,422205,
0000396,,351605,
0000396,,411010,
0000396,,422105,
0000396,,351605,
0000396,,325115,
0000396,,422105,
0000396,,411010,
0000396,,515110,
0000418,,322205,
0000655,,322205,
0000655,,322205,
0000418,,322205,
0000418,,322205,
0000655,,223505,
7890370,,131210,
7015399,,782320,
7015429,,782320,
7415788,0002400820,515105,
7415788,0002400820,515105,
7415788,0002400820,515105,
3371328,0000155314,515105,
3703223,,411010,
3703223,,411010,
3153479,,411010,
3301974,0000155233,515105,
3301974,0001465201,515105,
3302016,,422105,
3371328,0002399792,515105,
3470261,0000155497,515105,
2802783,,411010,
3153479,0000155101,515105,
3153479,0000155128,515105,
3301974,0001465201,515105,
3301974,0001465201,515105,
3480518,,516220,
3562581,0000155543,515105,
3153479,0000155128,515105,
3302016,,516220,
3562638,,411010,
3703223,0000155691,515140,
2802783,,325115,
3037908,0000154970,515105,
3302024,,411010,
3371336,0000155357,515105,
3371336,0000155357,515105,
3480518,,411010,
3703223,0000155691,515105,
3153487,0000155144,515105,
3371336,0000155357,515105,
3371336,0000155365,515105,
3006468,,131210,
3006468,0000154903,515105,
3131521,,515105,
3131521,0000155004,515105,
3131521,0000155004,515105,
3371336,0000155365,515105,
3505812,,516220,
3505812,,516220,
3567826,0000155608,515105,
3567826,0000155608,515105,
3567826,0000155608,515105,
3301990,,516220,
3302032,0000155306,515105,
3380300,0000155373,515105,
3569322,0000155616,515105,
3862836,,131210,
0000477,,322205,
3862836,0000155713,515105,
3131521,0000155020,515105,
3301990,,516220,
3302032,0000155306,515105,
3302032,0000155306,515140,
3505812,,516220,
3569322,0000155624,515105,
3862836,0000155713,515105,
6488315,,411005,
3006476,0000154938,515105,
3006476,0000154938,515105,
3301990,,516220,
3302008,,411010,
6946283,,411010,
7168403,,411010,
7958838,,322205,
7168403,,411010,
7571283,,324205,
7845367,0001591517,515105,
2802783,,322205,
7890370,,515140,
6946283,,411005,
6946283,,422205,
6983421,,782320,
7168403,,411010,
7524501,0001554891,515105,
7524501,0001557769,515105,
7845367,0001592343,515105,
6908268,,411010,
6946283,,422205,
6946283,,422205,
6946283,,422205,
7168403,,422335,
7330979,,312210,
7946651,,411010,
7958838,,515215,
7958838,,325210,
6946283,,411005,
6946283,,782320,
6983464,,782320,
6983464,,782320,
7404379,0001501011,515105,
7404379,0001501011,515105,
7845367,0002400790,515105,
6946283,,422220,
7168403,,422335,
7404379,0001501011,515105,
7415788,,411010,
7946651,0001601571,515105,
7946651,0001601571,515105,
7958838,,411010,
6983499,,782320,
7168403,,223505,
7168403,,223505,
7415788,,131210,
6471188,0001657984,251510,
7574223,,131210,
7946651,0001601873,515105,
6946283,,422220,
6980384,,782320,
6983502,,782320,
7168403,,411010,
7958838,,411010,
6946283,,782320,
6946283,,422220,
6946283,,422205,
7168403,,411010,
7415788,0001509012,515105,
7890370,,515140,
7946651,0002344122,515105,
6946283,,422335,
6983227,,782320,
7168403,,422335,
2802783,,322205,
7415788,0001509047,322245,
7890370,,515140,
6946283,,422205,
6946283,,422205,
6946283,,422205,
7563736,,411010,
3983730,,325105,
5320380,,411010,
6008984,,515140,
6008984,,131210,
6468918,,352210,
6468918,,422205,
6471188,,411010,
4426150,0002427834,515105,
4426150,0002427834,515105,
5369169,,411010,
5369169,,411010,
5369169,,411010,
6468918,,515120,
6468918,,515120,
6468918,,352210,
6468918,,515120,
5320380,0000155764,515140,
5320380,0000155772,515105,
6468918,,411005,
6471188,,411010,
6471188,,411010,
6468918,,411010,
6468918,,515110,
3983730,,322230,
5392136,0000155861,515105,
5601037,,131210,
0022411,,223505,
3822141,,223505,
6334067,,131210,
6468918,,515120,
6468918,,515120,
6468918,,515120,
6334067,0000156000,515105,
6468918,,515120,
6468918,,515140,
5392136,0000155896,515105,
5601037,0002426285,322430,
6468918,,515140,
3983730,,322230,
0000655,,322230,
6946283,,422205,
6983308,,782320,
6983308,,782320,
6983308,,782320,
7415788,0002400820,515105,
7524501,,515140,
7890370,,515140,
6916325,,131210,
6946283,,422335,
6946283,,422205,
7563736,0001556150,515105,
7563736,0001556150,515105,
7775504,,515140,
7890370,,515140,
6916325,0001824988,322430,
6946283,,422220,
6946283,,411005,
6983332,,782320,
7524501,,422105,
6946283,,422205,
6946283,,411010,
6946283,,411005,
7563736,0002426188,515105,
7571283,,324205,
7890370,,515140,
7958838,,411010,
6508561,,515140,
6508561,,411010,
6471188,,411010,
6471188,,131225,
6471188,,411010,
6471188,,422105,
6475345,,515140,
6508561,,515140,
6508561,,411010,
6530389,,411010,
6475345,,515140,
6508561,,515140,
6703437,,422105,
6475345,,411010,
6508561,,515140,
6508561,,411010,
6530389,,515205,
6475345,,515140,
6475345,,515140,
6503640,,411010,
6508561,,515140,
5601053,0000155942,515105,
6468918,,515120,
6468918,,515120,
6468918,,515140,
6468918,,515120,
5342074,0000155802,515105,
5342074,0000155810,515105,
5653304,,131210,
6362494,0000156027,515105,
6362494,0000156035,515105,
6468918,,515140,
6468918,,411010,
4329988,,411010,
5342074,0001676865,515105,
5396670,,324205,
6362494,0000156035,515105,
6362508,,515140,
6468918,,515305,
6468918,,515120,
5396670,,322405,
6362508,,515140,
6468918,,131225,
6468918,,515140,
3983730,,324205,
4329988,,411010,
5656893,0000155985,515105,
6468918,,515120,
6468918,,515110,
6468918,,131225,
6468918,,515120,
4329988,,411010,
5396670,,322405,
6362508,0000156051,515105,
6362508,0001565826,515105,
6468918,,411010,
4426150,,411010,
6468918,,411005,
3983730,,324205,
5139155,0002421011,515105,
5356881,0000155837,515105,
5396670,,324205,
6468918,,515120,
6468918,,515120,
0026212,0000154202,515105,
0001244,0000153141,515105,
0022209,0000153575,515105,
0022489,0000154105,515105,
0026220,,131210,
0001759,0001555332,515105,
0001813,,322205,
0001996,,516220,
0001996,,516220,
5692202,,516220,
0020516,,411010,
0022276,0000153737,515105,
0022276,0000153737,515140,
6472982,,411010,
6475345,,352210,
6508561,,515140,
6530389,,515205,
6703437,,422105,
6897029,,411010,
6471188,,422105,
6472982,,131210,
5320380,,515140,
6503640,,515140,
6897029,,411010,
6897029,,131210,
6472982,,422105,
6472982,,411010,
6475345,,515140,
6503640,,515140,
6503640,,515140,
6508561,,515140,
6726852,,782320,
6472982,,422105,
6468918,,515140,
6508561,,515140,
6664245,,224140,
6471188,,411010,
6503640,,515140,
6503640,,515140,
6508960,,312210,
6664261,,224140,
6472982,,515140,
3153568,,515140,
6508960,,515140,
6664660,,224140,
6908268,,411010,
6475345,,515140,
6664717,,224140,
6664741,,224140,
6475345,,515140,
6508960,,411010,
7172885,,224140,
6664911,,224140,
6664911,,224140,
7057466,,224140,
6703437,,422105,
6726852,,322605,
6726852,,782320,
6475345,,515140,
6665012,,224140,
6665071,,224140,
6475345,,515140,
6475345,,515140,
6865003,,224140,
6471188,,422105,
6471188,,411010,
6726852,,322605,
6530389,,322605,
6691285,0000156108,515105,
6471188,,422105,
0002054,,516220,
0002127,0000153451,515105,
0020516,,411010,
0020516,,411010,
0002054,,516220,
0002135,0000153478,515105,
0000426,,322205,
0022314,0000153826,515105,
0022314,0000153826,515105,
0022462,0000154059,515105,
0022462,0000154059,515105,
0024538,0000154180,515105,
0001317,0000153214,515105,
0001511,0000153281,515105,
0002135,0000153486,515105,
0020648,0000153532,515105,
0022462,0000154059,515105,
0022462,0000154059,515105,
2802783,,322230,
0001368,,352210,
0002054,,411010,
0002054,,516220,
0002135,0000153486,515140,
0020516,,411010,
0022187,0000153540,515105,
0022187,0000153540,515105,
0022233,0002400421,515105,
0022403,,515140,
0022403,0000153966,515105,
0022403,0000153966,515105,
2427427,,324115,
0022470,,131210,
0024538,0002402572,515105,
0026301,0001802178,322425,
0001511,0000153338,515105,
0001511,0000153338,515105,
0020516,,411010,
0022187,0000153559,515105,
0022187,0000153559,515105,
0022268,0000153664,515140,
0022322,0000153842,515105,
0022322,0000153842,322250,
0022470,,422105,
0022470,0000154075,515105,
0022195,,131210,
0022268,0000153672,515105,
0022403,0002399857,515105,
0022470,0000154083,515105,
0022470,0000154083,515105,
0024538,0002435756,515105,
0026204,,515140,
0026204,,131210,
0001236,0000153117,515105,
0001236,0000153117,515105,
0001236,0000153125,515105,
0001392,,515140,
0002062,,422105,
0002062,,411010,
0020516,,324205,
0022195,0000153567,515105,
0022268,0000153672,515105,
0001996,,411010,
0022209,0000153575,515105,
0022276,0000153702,515105,
0022330,0000153869,515105,
0022411,0000153982,515105,
0026212,0000154202,515105,
0022276,0002425173,515105,
0022438,0000154008,515105,
0022489,0000154113,515105,
0024503,,411010,
0024503,,411010,
0026220,0000154210,515105,
0001414,0000153249,515105,
0001813,,515140,
6665071,,515140,
0002070,,515140,
0022217,,422105,
0022276,0002425173,515105,
0022292,,131210,
0022292,,515140,
0022292,,411010,
0024503,0000154121,515105,
0026301,0000154229,515105,
0001414,0000153257,515105,
0001414,0002333996,515105,
0001546,,325115,
0001813,,411010,
0002011,,411010,
0002011,,515105,
0002070,0000153427,515140,
0020516,,411010,
0022225,,411010,
0022292,0000153753,515105,
0022357,,411010,
0022454,,411010,
0024503,0000154148,515105,
0024503,0000154148,515140,
0001252,0000153184,515105,
0001252,0000153184,515105,
0001252,0000153184,515105,
0001813,,322205,
0020516,,322205,
2711613,,322205,
0020567,,422105,
0001252,0001555553,515105,
0001503,,411010,
0022233,,515105,
0022454,0000154032,515105,
0022454,0000154032,515105,
0024511,,131210,
0026328,0000152587,515105,
0026328,0000152587,515105,
0026328,0000152587,515105,
0001252,0001555553,515105,
0001813,0001471090,515140,
0002100,0000153443,515105,
0022306,0000153788,515105,
0022365,0000153907,515105,
0022365,0000153907,515140,
0022454,0000154040,515105,
0001317,,515140,
0001317,,411005,
0001503,0000153265,515140,
0001503,0000153265,515105,
0002054,,516220,
0002054,,516220,
0002127,,411010,
0020567,0000153745,515105,
0022233,0000153621,515105,
0022306,0000153788,515105,
0024511,0000154164,322250,
2711974,,322230,
0002054,,516220,
0029130,0002414139,515105,
0044598,,411010,
0134252,,515110,
0265500,,515110,
2319160,,422210,
0028096,,131210,
0028096,,515140,
0028096,,422105,
0110280,,411010,
2711974,,325115,
2711974,,411005,
2712075,,324205,
2711974,,411005,
2712075,,515215,
2712075,,411010,
2711923,,411010,
2711923,,411010,
2711923,,411010,
2711974,,322405,
2711613,,324205,
2711923,,411010,
2711923,,411010,
2711974,,322405,
3153479,0002400774,322430,
2711974,,322230,
2752824,,411010,
2752824,,411010,
2752824,,515105,
2752824,0000154857,515105,
2711923,,411010,
2711974,,422105,
2752824,0000154865,515105,
2752824,0000154865,515105,
2711923,,411010,
2711923,,411010,
2752824,0000154873,515105,
2711974,,411005,
2711974,,411005,
2711974,,411010,
2711974,,411005,
2712075,,411010,
2711974,,422105,
2712075,,411010,
0000426,,322205,
2711923,,322205,
2711974,,411005,
2711974,,411010,
2711974,,324205,
6530389,,515205,
2712075,,324205,
2711613,,411010,
2711613,,411010,
2711974,,411010,
2711974,,411005,
2711923,,322205,
2712075,,324205,
2712075,,411010,
2712075,,322230,
2711613,,515215,
2711974,,411010,
2711974,,411005,
2711974,,422105,
2711974,,411010,
2712075,,324205,
2712075,,324205,
2712075,,515215,
0029114,0000154687,515105,
0029114,0000154687,515105,
0134252,,515205,
0265500,,411005,
0265500,,411010,
2319160,,422210,
0028363,,516220,
0028363,,322205,
0028886,,411010,
3302032,,422105,
0029114,0000154709,515105,
0029114,0000154709,515105,
2319160,,422210,
0028045,,422105,
0028649,,422105,
0028649,,422105,
0029114,0000154709,515105,
0134252,,411010,
0215589,,515105,
3302032,0002400480,515105,
0215589,,515105,
3302032,0002400480,515105,
0265500,,351605,
0265500,,411010,
0028649,0000154520,515105,
0028649,0000154520,515105,
0215589,0000152579,515105,
0215589,0000152579,515105,
0215589,0000152579,515105,
0265500,,411010,
0028053,,131210,
0028053,,422105,
0028649,0000154520,515105,
0028975,0000154598,515105,
0028975,0000154598,515105,
0028975,0000154601,515105,
0029122,0000154725,515105,
0215589,0000152722,515105,
0215589,0000152722,515105,
0215589,0000152722,515105,
0265500,,411010,
0265500,,411010,
0265500,,411010,
0797308,,782320,
0028975,0000154601,515105,
0028975,0000154601,515140,
0029130,,411010,
0026360,,411010,
0265500,,411010,
0265500,,351605,
2319160,,422210,
0029130,0000154733,515105,
0134252,,411010,
0134252,,515110,
0252050,,411010,
0265500,,411010,
0265500,,515110,
0028983,,322205,
0000655,,322205,
0265500,,422105,
2319160,,422210,
0026352,,515140,
0026352,0000154326,515105,
0026352,0000154326,515105,
0028088,0000154466,515140,
0028088,0000154466,515105,
0029041,0000154628,515105,
2319160,,422210,
0028657,,516220,
2802783,,322205,
7415788,0002400820,322245,
0000906,,411010,
0000981,,324205,
0001163,,411010,
0000779,,324205,
0000809,,515215,
0000809,,515215,
0000906,,411010,
0000477,,411010,
0000477,,324205,
0000426,,322205,
0000396,,322205,
0000477,,324205,
0000477,,322230,
0000426,,422105,
0000477,,411010,
0000477,,322415,
0000477,,411010,
0000426,,422105,
0000477,,322230,
0000477,,411010,
0000426,,322230,
0000477,,322205,
0000426,,322230,
0000426,,322230,
0000426,,322230,
0000477,,411010,
0000477,,322230,
0000477,,322205,
0000477,,322245,
2637294,,516220,
2711613,,324205,
0001015,,223505,
2679779,,131210,
2679779,,515140,
2711613,,324205,
2427427,,322205,
2427427,,322230,
2679779,0000154822,515105,
2711613,,411010,
2679787,0000154849,515105,
2427427,,325115,
2427427,,322205,
2711613,,411010,
2427427,,322230,
2637294,,516220,
2427427,,515215,
2802783,,221205,
0000779,,221205,
2637294,,516220,
2711605,,516220,
2711613,,324205,
2427427,,325115,
2637294,,516220,
0026360,0000154350,515105,
0265500,,324205,
0407070,,411010,
2319160,,422210,
0029106,,422105,
0134252,,515110,
0029106,0000154660,515105,
0029106,0000154660,515105,
0265500,,411010,
0028665,0000154563,515105,
0029106,0000154679,515105,
0028363,,516220,
0028363,,516220,
0028673,0000154571,515105,
0134252,,515110,
0265500,,411010,
0028673,0000154571,515105,
0001198,0000153060,515105,
0000779,,411010,
0000779,,131210,
0000779,,411010,
0000779,,324205,
0000396,,324205,
0000809,,422105,
0000817,0000152536,515140,
0000868,0000152706,515105,
0000868,0001497154,515105,
0000965,0000152889,515105,
0000981,,422105,
6468918,,515120,
0001236,,515140,
0001236,,411010,
0000817,0001471384,515105,
0000868,0001497154,515105,
0000876,,515105,
0000876,,422105,
0000965,0000152889,515105,
0000965,0000152897,515105,
0000981,,324205,
0001015,,324205,
0001090,0000153001,515105,
0001236,,515140,
0001236,,411010,
0000779,,411010,
0000809,,422105,
0000809,,324205,
0000809,,411005,
0001015,,782320,
0001112,0000153028,515105,
0001112,0000153028,515105,
0000809,,411010,
0000825,,223505,
0000809,,322230,
0000825,,411010,
0022233,0002400421,515105,
0000825,,515105,
0000876,0000152730,515140,
0000876,0000152730,515105,
0000876,0000152730,515105,
0000876,0000152730,515105,
0001058,,515140,
0001236,0000153109,515105,
0000779,,411010,
0000779,,515215,
0000809,,411005,
0000825,0000152595,515105,
0000825,0000152609,515105,
0000825,0000152609,515105,
0000876,0000152765,515105,
0001058,,515140,
0000701,,352210,
0000825,0000152609,515105,
0000876,0000152773,515105,
0000876,0000152773,515105,
0001058,0000152919,515105,
0000701,,411005,
0000752,,422105,
0000809,,324205,
0000825,0000152617,515105,
0001058,0000152927,515140,
0001139,,411010,
0000779,,515215,
0000779,,515215,
0026379,,515140,
0000833,,515140,
2711974,,515215,
0000833,,322230,
2427427,,322205,
0000655,,322205,
0000655,,224130,
0000655,,322205,
0000655,,322205,
0000655,,322205,
0797308,,322205,
0000655,,322205,
0000639,0001476459,515105,
0001058,0000152935,515105,
0001058,0001557858,515105,
0001163,0000153044,515105,
0000701,,411005,
0000760,0000152463,515105,
0000779,,515215,
0022357,,422105,
0001015,,422105,
0001058,0001559095,515105,
0000760,0000152463,515105,
0000760,0000152471,515105,
0000841,,422105,
0000841,,411010,
0000841,,131210,
2712075,,223305,
3371328,,131210,
6508561,,223305,
0000957,,411010,
0000957,,515105,
0001236,0000153109,515105,
0001236,0000153109,515105,
0001236,0000153109,515105,
0001236,0000153117,515105,
0000760,0000152498,515140,
0000760,0000152498,515105,
0000426,,322205,
0000809,,411010,
0000809,,515215,
2802783,,324205,
0000809,,324205,
0000809,,322230,
0000841,,322205,
0000957,0000152846,515105,
0001015,,322230,
0001082,,322230,
0000760,0000152501,515105,
0000779,,131210,
0000809,,515215,
0000868,,515105,
0000868,,322205,
0000957,0000152854,515105,
0001015,,325210,
0001163,0001557866,515105,
0001163,0001557866,515105,
0001082,0000152943,515105,
0001198,,422105,
0000779,,324205,
0000809,,515215,
0000809,,515215,
0000809,,411010,
0000396,,322205,
0000809,,322230,
0000817,,515140,
0000868,0000152684,515105,
0000868,0000152684,515105,
0000868,0000152692,515105,
0001015,,422105,
0001198,,515105,
3562581,,411010,
0000779,,324205,
0000817,,422105,
0000868,0000152692,515105,
0000868,0000152692,515105,
0001015,,411010,
0001198,0000153060,515105,
0000477,,411010,
0000647,,411005,
0020516,,322205,
0000655,,322205,
0000620,,411010,
0000655,,224130,
7958838,,322205,
0020516,,322205,
0000655,,322205,
0000477,,515215,
0000477,,411010,
6703437,,766420,
0000558,,411010,
0000590,,411005,
0000604,,411010,
7524501,0001539663,322245,
0000655,,322230,
0000655,,325115,
0000531,,411010,
0000620,,422105,
0000655,,322230,
0000655,,322205,
0000655,,322205,
0000655,,322205,
0026379,0000154377,515105,
0000655,,322205,
0000477,,411010,
0000604,,422105,
0000604,,322605,
0000655,,322205,
0000655,,322205,
0000507,,422105,
0000507,,411010,
