CNES,CO_INE,CO_CBO,MICROAREA
0000396,,223605,
0000396,,223625,
0000396,,223605,
0000396,,223605,
0000418,,223605,
0000418,,223605,
0000418,,223605,
0000418,,223605,
0000418,,223605,
0000418,,223605,
0000396,,223905,
0000396,,223905,
0000396,,223905,
0000396,,223605,
0000426,,223605,
0000426,,223605,
0000418,,223605,
0000426,,223605,
0000418,,223605,
0000655,,223625,
0000655,,223905,
0000604,,223605,
7958838,,223605,
0000655,,223605,
0000809,,223605,
0000655,,223605,
0000655,,223605,
0000655,,223625,
0000655,,223625,
2427427,,223625,
0000655,,223605,
0000655,,223625,
0000655,,223625,
0000809,,223605,
0000655,,223605,
0000590,,223905,
0000477,,223905,
0000612,,223905,
0000981,,223905,
0000531,,223905,
0000655,,223625,
0000655,,223605,
0000655,,223625,
0000590,,223905,
0000655,,223605,
0000981,,223625,
0000809,,223605,
0000981,,223605,
0000981,,223625,
0000981,,223905,
0000809,,223605,
0000809,,223605,
0000809,,223605,
0000981,,223625,
0000981,,223605,
0000477,,223605,
0000477,,223605,
0000477,,223605,
0020516,,324205,
2711974,,223405,
2712075,,223405,
2711923,,223405,
2711923,,223405,
0134252,,223405,
0134252,,223405,
0134252,,223405,
6471188,,223405,
2711613,,223405,
0028649,,223405,
6488315,,223405,
0265500,,223405,
0134252,,223405,
0265500,,223405,
0000396,,223405,
0000396,,223405,
2427427,,223405,
2427427,,223415,
2711923,,223415,
2427427,,223405,
2427427,,515215,
2427427,,223405,
2427427,,223405,
0000477,,223405,
0000612,,223405,
0000477,,223405,
0000809,,223405,
0134252,,223405,
0000981,,223405,
0000809,,223405,
0000809,,223405,
0000981,,223405,
0000981,,324205,
0000809,,223415,
0000981,,223445,
2427427,,223405,
0000809,,223405,
0000809,,223405,
0000809,,223405,
0000477,,223405,
0000418,,223405,
0000655,,223405,
0000809,,223405,
0000531,,223405,
3983730,,223405,
0000590,,223405,
0000477,,223405,
0000612,,223405,
6471188,,223405,
0000655,,325115,
0000531,,223405,
0000655,,223405,
0000655,,325115,
0000701,,223405,
0000655,,223405,
0000477,,223405,
0000396,,223405,
0000426,,223405,
0000396,,223405,
2802783,,223405,
0000396,,223405,
0000396,,223405,
0000418,,223405,
0000396,,223405,
0000396,,223405,
0000396,,223405,
0000396,,223405,
6471188,,223405,
0000396,,223405,
0000477,,223405,
0000418,,223405,
0000396,,223405,
2427427,,221205,
0000396,,223405,
3480518,,223405,
0000477,,223405,
0000965,0000152870,223405,
0000809,,223405,
0000779,,223415,
0000809,,223405,
0000809,,223415,
0001015,,223405,
0000655,,223405,
0000655,,223405,
0000477,,223405,
0000426,,223405,
0000426,,223405,
0000671,,223405,
0000477,,221205,
0000671,,223405,
2427427,,223405,
0000396,,223415,
0000655,,223405,
0000671,,223405,
3037096,,223405,
0000655,,223405,
0000655,,325115,
0000396,,223405,
6508510,,223405,
0000396,,223405,
0000396,,223405,
0000396,,223405,
0000418,,223415,
0000418,,223415,
0000396,,223405,
0000396,,223405,
0000418,,223415,
0000396,,223405,
0000396,,223405,
0000396,,223405,
0000396,,223405,
3371301,,223425,
3371301,,223405,
2802783,,223405,
3302024,,223405,
6908268,,223405,
6488315,,223405,
7958838,,223405,
7193971,,223405,
7524501,0000154482,223405,
7958838,,223405,
7330979,,223405,
7775504,,223405,
0020516,,223405,
6008984,,223405,
3983730,,223405,
6468918,,223405,
6471188,,223405,
6703437,,223405,
6481876,,223405,
6471188,,223405,
6481876,,223405,
6471188,,223405,
6362508,,223405,
6468918,,325110,
6508510,,223405,
6530389,,223405,
0022233,0000153680,223405,
6471188,,223405,
0020516,,223405,
6471188,,223405,
0001546,,325115,
0000396,,223405,
0000396,,223405,
0000396,,325115,
2711613,,221105,
0000418,,324205,
0000418,,223415,
0000809,,223405,
0000418,,223405,
0000418,,223405,
0000418,,223405,
0000396,,223405,
0000396,,223405,
0000396,,223405,
0000396,,223405,
0000396,,223405,
0000396,,223405,
3302008,,223405,
0000477,,223405,
2802783,,223405,
2802783,,313505,
2802783,,223405,
2955598,,223405,
2802783,,223405,
0000418,,223405,
7946651,0000152749,223405,
7958838,,223405,
6471188,,223405,
0000477,,223405,
5692202,,223405,
0000809,,223405,
6471188,,223405,
3983730,,223405,
6471188,,223405,
6530389,,223405,
6703437,,223405,
6471188,,223405,
6703437,,223405,
6481876,,223405,
6472982,,223405,
6471188,,223405,
6471188,,223405,
0022322,0001469215,223405,
0000426,,223405,
0020516,,223405,
6471188,,223405,
6471188,,223405,
0020516,,223415,
2427427,,223415,
6471188,,223405,
2802783,,223405,
2712075,,223405,
2712075,,223405,
2712075,,223405,
2427427,,515215,
0028665,0000152781,223405,
0265500,,223405,
2711605,,223405,
2427427,,223405,
2427427,,223405,
2711613,,223415,
2427427,,515215,
0000426,,223405,
0000477,,223405,
6468918,,223405,
0000426,,322205,
0000426,,223405,
0000426,,223405,
6471188,,223405,
6481876,,223405,
6471188,,223405,
6471188,,223405,
6471188,,223405,
6503640,,223405,
6471188,,223405,
6508510,,223405,
0001546,,325115,
2712075,,223405,
2712075,,223405,
2711613,,223405,
0001813,,223405,
2711923,,223405,
2712075,,223405,
0000809,,223405,
2752824,0000155551,223405,
2712075,,223405,
6908268,,223405,
2711974,,223405,
2802783,,223405,
0265500,,223405,
0000779,,223415,
2712075,,223405,
0134252,,223405,
7890370,,223405,
0134252,,223405,
0250546,,223405,
0134252,,223405,
0113956,,223415,
0265500,,223405,
0113964,,223415,
2427427,,223405,
6726852,,223405,
2427427,,223405,
2427427,,223405,
2427427,,515215,
0000426,,223405,
0000809,,223405,
0000477,,223405,
0000426,,223405,
0000477,,223405,
0000779,,223415,
3302016,,223405,
0000809,,223405,
0000779,,223415,
0000809,,223405,
0000809,,223405,
0000809,,223405,
2427427,,223415,
0000809,,223405,
0000981,,223405,
0000639,,223405,
0000655,,325115,
0000620,,223405,
0000558,,223405,
0000647,,223405,
0000655,,325115,
0000655,,223405,
0000418,,223405,
0000655,,325115,
0000655,,223405,
0000396,,223405,
0000396,,223405,
0000418,,223405,
0000418,,223405,
0000418,,223405,
0265500,,223405,
0265500,,223405,
0134252,,223405,
6703437,,223405,
0134252,,223405,
0265500,,223405,
0000655,,223505,
2427427,,515215,
2427427,,223405,
2427427,,223405,
2427427,,223405,
2711974,,223405,
0000477,,223405,
0000426,,223405,
0000426,,223405,
0000477,,223405,
0000426,,223405,
0000779,,223415,
3938301,,223405,
0000981,,223405,
0000981,,223405,
0002054,,223405,
0000779,,223415,
0000981,,223405,
0000981,,324205,
0000590,,223405,
0000655,,223405,
0000590,,223405,
0000477,,223405,
0000604,,223405,
0000655,,325115,
0000655,,223405,
5369169,,223405,
0000655,,223405,
0000655,,223405,
0000655,,223415,
0000655,,223405,
0000418,,223415,
0000418,,223405,
0028363,,223405,
0000396,,223405,
0000396,,223405,
0000396,,223405,
0000396,,223415,
2427427,,223415,
0000418,,223405,
0000418,,223405,
0000396,,223405,
3302040,,223405,
2427427,,223405,
0000396,,223405,
0000396,,223405,
0000396,,223405,
2802783,,223405,
2802783,,322205,
2802783,,223405,
2802783,,223405,
7958838,,223405,
6471188,,223405,
6468918,,223405,
6468918,,223405,
6471188,,223405,
6471188,,223405,
6471188,,223405,
0000477,,223405,
3983730,,223405,
6471188,,223405,
0000507,,223405,
0000477,,223405,
0000655,,223405,
7415788,,223405,
0000655,,223405,
2802783,,223405,
0000477,,223405,
0000671,,223405,
2711613,,223405,
0000396,,223405,
0265500,,223405,
0000396,,223405,
0000396,,223405,
0000396,,223405,
0000396,,223415,
0000396,,223405,
0000396,,223405,
0000396,,223405,
2427427,,223405,
3371301,,223405,
6471188,,223405,
5396670,,223405,
6468918,,223415,
7775504,,223405,
3983730,,223405,
5342074,0000155799,223405,
6471188,,223405,
6471188,,223405,
6471188,,223405,
3983730,,223405,
0020516,,223405,
3983730,,223405,
6471188,,223405,
6481876,,223405,
6530389,,223405,
6703437,,223405,
6471188,,223405,
6471188,,223405,
6471188,,223405,
7958838,,223405,
6488315,,223405,
3983730,,223445,
6471188,,223405,
6471188,0001657984,223405,
6503640,,223405,
0000477,,223405,
6530389,,223405,
6472982,,223405,
6468918,,223405,
6471188,,223405,
0020516,,223405,
3983730,,223405,
0000701,,223405,
0002046,,223405,
2712075,,223405,
2712075,,223405,
2711613,,223405,
2711974,,223405,
2711974,,223405,
0001546,,325115,
2711613,,223405,
2802783,,223405,
2712075,,221205,
2711974,,223405,
2711974,,223405,
2711923,,223405,
2711974,,223405,
0000396,,325115,
0000396,,223405,
0000418,,223445,
0020516,,223405,
0000418,,223405,
0000418,,223405,
0000396,,223405,
0000396,,223405,
2802783,,223405,
3639827,0001513702,223405,
2802783,,223405,
2802783,,223415,
2802783,,223405,
3301990,,223405,
2802783,,223405,
7574185,0001549286,223405,
6008984,0000153362,223405,
5396670,,223405,
6503640,,223405,
5396670,,223405,
0000779,,221205,
3983730,,223405,
6471188,,223405,
6488315,,223405,
6471188,,223405,
6488315,,223405,
6908268,,223405,
6471188,,223415,
6471188,,223405,
6472982,,223405,
6703437,,223405,
6471188,,223405,
6471188,,223405,
6530389,,223405,
6703437,,766420,
6488315,,223405,
6471188,,223405,
0001546,,223405,
0022195,0000154741,223405,
0022209,,223405,
0001996,,223405,
2711923,,223405,
2802783,,324205,
0134252,,223405,
2711613,,322205,
2711974,,322205,
2712075,,223405,
2427427,,223405,
2427427,,223405,
0000477,,325110,
0000426,,223405,
0000426,,223405,
0000426,,223415,
0000477,,324205,
0000701,,223405,
0000809,,223405,
0000779,,223415,
0000809,,223415,
0000809,,223405,
2711974,,223430,
0000809,,223405,
0000809,,223405,
2427427,,223405,
0000809,,223405,
0000981,,324205,
0000981,,324205,
6908268,,223405,
7958838,,223405,
6726852,,223405,
6503640,,223405,
6508960,,223405,
0001546,,223405,
0000396,,223405,
0001953,,223405,
0001546,,223405,
2711613,,223405,
0020516,,223405,
2712075,,223405,
2802783,,515215,
0001546,,223405,
0022454,0000154024,223405,
2802783,,223405,
2712075,,223415,
2711613,,223405,
0000396,,203015,
0000396,,223415,
2712075,,223405,
2802783,,223405,
0044598,,223405,
0000396,,223405,
0265500,,223405,
0407070,,223405,
0028649,,223405,
6946283,,223405,
0177245,,223405,
0134252,,223405,
2711974,,223405,
0134252,,223405,
2427427,,223405,
2427427,,515215,
2427427,,223405,
2427427,,223405,
2427427,,515215,
2427427,,515215,
2427427,,223405,
0000477,,223405,
0001139,,223405,
6726852,,223405,
0000981,,223405,
6703437,,223405,
0000809,,223405,
0000981,,223415,
0020516,,223415,
0000981,,223405,
0000809,,223405,
0000809,,322230,
0000809,,223405,
0000620,,223405,
0000655,,223405,
0000531,,223405,
0000558,,223405,
0000426,,223405,
0000655,,223405,
3037096,,223415,
0000655,,223405,
0000671,,223405,
0000701,,223415,
0000671,,223405,
0000655,,223405,
0000809,,223415,
0000418,,223405,
0000396,,324205,
0000396,,223405,
2802783,,223405,
2711974,,223405,
2802783,,223405,
2711974,,223405,
6481876,,322205,
0265500,,223405,
0134252,,223405,
2427427,,515215,
2427427,,223415,
0265500,,223405,
2427427,,223405,
2427427,,223405,
2427427,,515215,
2427427,,515215,
2711613,,223405,
0000426,,223405,
0000779,,223415,
0000477,,223405,
0000426,,223415,
2712075,,221205,
0000779,,324205,
0000779,,223415,
0000809,,223405,
0000809,,223405,
0000809,,223405,
0000809,,223405,
0000809,,223405,
2802783,,223405,
0000477,,223405,
0000418,,322205,
0000655,,223405,
0000655,,223405,
0000531,,223405,
0000671,,223405,
0000418,,223415,
0000396,,223405,
0000396,,223405,
2427427,,223405,
0000418,,223405,
0000418,,223405,
0000418,,223405,
0000418,,223405,
0000396,,223405,
2802783,,223405,
2802783,,223405,
3562581,0000155535,223405,
7574185,0001549294,223405,
7958838,,223405,
7958838,,223415,
7330979,,223405,
6471188,,223405,
6471188,,223405,
5396670,,223405,
3983730,,325110,
6471188,,223405,
6508960,,223405,
0000612,,223405,
6471188,,223405,
6908268,,223405,
6471188,,223405,
6908268,,223405,
0000655,,223405,
0000655,,223405,
0000671,,223405,
0000396,,223405,
0000418,,223405,
0000418,,223445,
0000396,,223405,
0000396,,223405,
0000396,,223405,
0000396,,223405,
0000396,,223405,
0000396,,223405,
0000396,,223405,
0000396,,223405,
0000418,,223415,
0000531,,223405,
0000396,,223405,
0000396,,223405,
0000396,,223405,
0000396,,223405,
3302008,0000155268,223405,
0000396,,223405,
2802783,,221205,
2802783,,223405,
7958838,,223405,
6908268,,223405,
7574215,0001549316,223405,
4329988,,223405,
6916325,,223405,
5396670,,223405,
6468918,,223405,
6471188,,223405,
6471188,,223405,
3983730,,223405,
6471188,,223405,
6471188,,223405,
6897029,,223405,
6471188,,223405,
6471188,,223405,
6488315,,223405,
6503640,,223405,
6475345,,223405,
6726852,,223405,
6472982,,223405,
6471188,,223405,
6475345,,223405,
0001546,,223405,
6471188,,223405,
6508561,,223405,
6646956,0000156078,223405,
0001546,,223405,
0020567,0000152382,223405,
2802783,,223405,
2711974,,223405,
2802783,,325115,
2712075,,223405,
2802783,,223415,
2802783,,223405,
2802783,,223405,
2802783,,224130,
7958838,,223405,
2955598,,223405,
7404379,0000154997,223405,
6471188,,223405,
5396670,,223405,
6471188,,223405,
5396670,,223405,
6468918,,223415,
6471188,,223405,
6471188,,223405,
6530389,,223405,
6471188,,223405,
6471188,,223405,
6471188,,223405,
4433009,0000152390,223405,
6908268,,223405,
6471188,,223405,
6530389,,223405,
6703437,,223405,
2711974,,223405,
2802783,,223405,
0001546,,223405,
0001546,,325115,
2711974,,223405,
0044598,,223405,
0265500,,223405,
2427427,,515215,
2711427,,223405,
2427427,,223405,
2427427,,515215,
0000426,,251605,
0000477,,223405,
2427427,,223405,
0000477,,223405,
0000809,,324205,
0000906,,223405,
0000965,,223405,
0000809,,223405,
0000809,,223405,
0000809,,223405,
0000981,,223405,
0000809,,223415,
0000809,,223405,
0000809,,223405,
0000809,,223415,
0000809,,223405,
0000809,,223405,
0000981,,324205,
0000655,,325115,
0000655,,325115,
0000655,,223415,
3983730,,322205,
0000477,,322205,
0000655,,322205,
2711974,,322205,
6508561,,312210,
2802783,,214915,
2711974,,214915,
0000655,,214915,
0000396,,214405,
6468918,,312210,
0000981,,322205,
0000477,,322205,
0000396,,214405,
2427427,,214915,
2802783,,214915,
2802783,,322205,
3983730,,322205,
3562581,,223565,
2802783,,322205,
2802783,,322205,
2802783,,322205,
2802783,,322230,
2802783,,322230,
2802783,,322205,
2802783,,322205,
0000981,,322205,
2802783,,322230,
3153460,0000155071,223565,
2802783,,322230,
2802783,,322205,
2802783,,322205,
2802783,,322205,
2802783,,322205,
2802783,,223505,
2802783,,322205,
3302008,0002425165,223565,
3470253,0002399318,322250,
3562581,0000155519,322250,
2802783,,322205,
2802783,,223505,
0000671,,324115,
2802783,,352210,
2802783,,322205,
2802783,,322230,
2802783,,322205,
3302016,,322205,
3302016,,322205,
7958838,,322205,
7958838,,223505,
7992955,0000153656,322245,
2711613,,322205,
7992955,0000154407,223565,
9701036,,322205,
7993412,,322205,
3822141,,223505,
9069569,,223505,
0000396,,322205,
7958838,,322205,
2427427,,322205,
7958838,,322205,
7958838,,322205,
2802783,,322230,
2802783,,322205,
0134252,,322205,
2802783,,322205,
2802783,,322205,
3301990,,223505,
3822141,,223505,
3822141,,322205,
2802783,,322205,
2802783,,322230,
2802783,,223505,
2802783,,322205,
2802783,,322205,
3131521,0000155012,223565,
3301990,,223505,
3822141,,223505,
2802783,,322205,
2802783,,322205,
5396670,,223505,
2802783,,322205,
2802783,,322230,
2802783,,223505,
2802783,,322205,
2802783,,322230,
2802783,,322205,
2802783,,223505,
3301990,,322230,
2802783,,322205,
2802783,,322205,
2802783,,322230,
2802783,,322230,
2802783,,322205,
2802783,,322205,
2802783,,322205,
2802783,,322205,
3302032,0002400480,223565,
3445275,0000155446,223565,
2802783,,322230,
2802783,,322230,
2802783,,223505,
2802783,,322205,
2802783,,322230,
0000418,,322230,
2802783,,223505,
2802783,,322205,
3505812,,322205,
3505812,,322205,
0000477,,322205,
2802783,,322205,
2802783,,322205,
2802783,,322230,
2802783,,322205,
2802783,,322230,
0000396,,223505,
2802783,,223505,
2802783,,322230,
2802783,,322205,
2802783,,322230,
0000418,,223505,
3470253,0000155454,223565,
3639827,0000155667,223565,
2802783,,322205,
2802783,,322205,
2802783,,322205,
0020516,,325110,
2802783,,515215,
2802783,,223505,
2802783,,223505,
2802783,,322230,
7958838,,322205,
7958838,,223505,
2427427,,322205,
7958838,,223545,
6908268,,322205,
7958838,,322205,
6908268,,322205,
2802783,,223505,
6983243,,223505,
7775504,,223505,
7946651,0002417855,322250,
6908268,,322205,
7015429,,322205,
7958838,,223545,
3983730,,322205,
3371328,0000155314,322245,
3371328,0000155322,223565,
2802783,,322205,
2802783,,322230,
2802783,,322230,
2802783,,322205,
2802783,,223505,
3983730,,322205,
2802783,,322205,
3301974,0000155233,223565,
0000426,,322205,
3371328,0002399792,322245,
3470261,0000155489,322250,
2802783,,322205,
2802783,,322230,
2802783,,223525,
2802783,,322205,
2802783,,322205,
3302016,,223505,
0020516,,223505,
2802783,,322230,
3302016,,322230,
3983730,,322205,
0000655,,322205,
2802783,,322230,
2802783,,322230,
2802783,,223635,
2802783,,223505,
0000604,,322205,
2802783,,322230,
2802783,,322230,
0000590,,322230,
2802783,,322230,
2802783,,322205,
2802783,,322205,
6983480,,322205,
2802783,,322205,
3983730,,322205,
3302016,,322205,
2802783,,322205,
2802783,,223505,
2802783,,322205,
0001198,,322230,
2802783,,322230,
2802783,,322230,
2802783,,322205,
2802783,,322230,
3302024,,322205,
3480518,,322205,
0000531,,322230,
3562638,0000155586,223565,
2802783,,322230,
2802783,,223505,
2802783,,322205,
3153487,0000155144,223565,
3301990,,322230,
0000426,,322230,
0000418,,223505,
3822141,,223505,
2802783,,322205,
2802783,,223505,
2802783,,322230,
6908268,,223505,
7404379,0001501011,322205,
7524501,0002343908,322245,
7958838,,322205,
7958838,,223545,
7958838,,322205,
7958838,,322205,
7958838,,322205,
7958838,,322205,
7958838,,322205,
6908268,,322205,
6908268,,322205,
6946283,,223505,
3983730,,322205,
6946283,,322205,
7415788,,223565,
7524501,0002417049,223565,
7958838,,322205,
2711613,,322205,
7958838,,223505,
7958838,,223505,
7958838,,322205,
7958838,,322205,
6908268,,322205,
6946283,,223505,
6983499,,322205,
0000981,,322205,
6983499,,322205,
7548427,,322205,
7958838,,322205,
7958838,,322205,
7958838,,322205,
0000426,,322205,
7958838,,322205,
7958838,,223505,
7958838,,131210,
6908268,,322205,
6908268,,223505,
6908268,,322205,
6908268,,322205,
6908268,,322205,
6908268,,322205,
6946283,,322205,
6983502,,322205,
7574223,0002214733,223505,
7958838,,322205,
7958838,,322205,
7958838,,322205,
7958838,,322205,
7958838,,223505,
6908268,,322205,
6908268,,322205,
6908268,,322205,
7168403,,223505,
7648480,0001562827,223565,
0000477,,322205,
7946651,0002344122,322245,
7958838,,322205,
0000418,,223505,
7958838,,223505,
7958838,,223505,
7958838,,322205,
6908268,,223505,
6908268,,322205,
6908268,,223505,
7560214,,223505,
7946651,0002417839,223565,
2711613,,223505,
7958838,,223505,
6908268,,223505,
6908268,,322205,
6983324,,322205,
6983324,,322205,
7524501,,223505,
7890370,,223505,
7958838,,322205,
7958838,,322205,
6908268,,223505,
6908268,,322205,
6946283,,322205,
6983340,,322205,
7524501,,322205,
7775504,,322205,
7958838,,322205,
0000655,,322230,
7958838,,223505,
7958838,,322205,
7958838,,322205,
7958838,,223505,
7958838,,223545,
7958838,,223505,
0134252,,223505,
6946283,,322230,
6983367,,322230,
6983367,,322205,
7227000,,223505,
7775504,,322205,
7958838,,322205,
7958838,,322205,
7958838,,322205,
7958838,,322205,
2711613,,223505,
7958838,,223505,
7958838,,223505,
2711613,,322205,
6983367,,322230,
7168403,,223505,
7818211,,223505,
7958838,,223505,
7958838,,322205,
7958838,,322205,
6908268,,322205,
6946283,,223505,
6946283,,322205,
7845367,0001591517,223565,
0000396,,223505,
6946283,,131210,
6983413,,322205,
7958838,,322205,
7958838,,223505,
7958838,,223505,
7958838,,322205,
7958838,,322205,
2711974,,223505,
7958838,,322205,
6908268,,322205,
6983421,,322205,
7958838,,322205,
7958838,,322205,
7958838,,322205,
7958838,,223505,
7958838,,223505,
7958838,,322205,
6908268,,322205,
4426150,0001558382,223505,
0000396,,223505,
5139155,0002421011,223565,
5369169,,223505,
0000396,,322205,
6468918,,223505,
3983730,,322205,
3983730,,322205,
2802783,,322205,
3983730,,322205,
3983730,,322205,
3983730,,322205,
0000701,,322230,
4426150,0002427788,322245,
3983730,,322205,
4426150,0002427834,223565,
5392039,0000155845,223565,
5396670,,322205,
3983730,,322205,
3983730,,223505,
0028665,,223505,
3983730,,322205,
6508960,,223505,
3983730,,223505,
3983730,,322205,
2802783,,322205,
6008984,0002255774,223505,
3983730,,322205,
6946283,,322205,
3983730,,322205,
0000981,,322205,
3983730,,322205,
3302016,,322205,
3983730,,322205,
3983730,,322205,
0000477,,322205,
3983730,,322205,
0000477,,322230,
3983730,,322205,
2802783,,322205,
4433009,0000152358,223505,
0000426,,223505,
6334067,0000156000,223565,
3983730,,322205,
3983730,,322205,
3983730,,223505,
3983730,,322205,
3983730,,223505,
3983730,,322205,
0000426,,322205,
3983730,,322205,
4433009,0000152366,223505,
5392136,0000155896,223565,
3983730,,223505,
3983730,,322205,
0000426,,322205,
0000396,,322230,
3983730,,223520,
3983730,,223505,
3371336,0000155365,223565,
0000396,,322205,
3983730,,322205,
7958838,,223505,
7958838,,322205,
6983278,,322205,
7775504,,411010,
7958838,,223505,
7775504,,322205,
7890370,,223505,
7958838,,322205,
6908268,,322205,
6468918,,223505,
3983730,,322205,
3983730,,322205,
2802783,,322205,
3983730,,322205,
3983730,,322205,
3983730,,223505,
6468918,,223560,
3983730,,322205,
0020516,,322230,
3983730,,322205,
4329988,,322205,
4433009,0000152803,223505,
4433009,0000152803,223505,
4433009,0000152811,322205,
4433009,0000152811,322205,
5342074,0001676865,223565,
2427427,,223505,
5653304,0000155950,322250,
3983730,,223505,
3983730,,322205,
3983730,,322205,
3983730,,322205,
2802783,,322205,
3983730,,322205,
0000396,,322205,
3983730,,322205,
3983730,,322230,
3983730,,322205,
0000655,,322205,
3983730,,322205,
4433009,0001526812,322205,
5342074,0002259095,322205,
7958838,,322205,
5342074,0002399709,223565,
5396670,,515215,
3983730,,322205,
3983730,,322205,
3983730,,322205,
0000655,,322205,
4433009,0001526812,322205,
5342074,0002399717,223565,
5342074,0002399725,223565,
5396670,,223505,
0000477,,322205,
5396670,,322205,
5656893,0000155985,223565,
3983730,,322205,
0024538,0000154172,322245,
3983730,,223560,
3983730,,322205,
0113964,,322230,
3983730,,322205,
0000531,,322230,
3983730,,322205,
0265500,,322205,
4329988,,322205,
5396670,,322205,
5396670,,322205,
6983545,,322230,
3983730,,322205,
3983730,,322205,
3983730,,223505,
3983730,,322205,
3037096,,322230,
3983730,,322205,
0001759,,322205,
3983730,,322205,
3983730,,322205,
3983730,,223570,
3983730,,322230,
5139155,0000155721,223565,
5356881,0000155837,223565,
2319160,,223505,
6362508,0002400812,223565,
3983730,,223505,
3983730,,322205,
3983730,,322205,
2802783,,322230,
6908268,,322205,
6908268,,322205,
6481876,,322205,
6481876,,322205,
0001546,,322205,
6530389,,322205,
6691285,0000156094,223565,
6703437,,223505,
6703437,,322205,
7958838,,322205,
6908268,,322205,
6726852,,223505,
6908268,,223505,
6908268,,322205,
6908268,,322205,
6908268,,322205,
6703437,,223505,
6908268,,322205,
6908268,,322205,
6908268,,322205,
6908268,,322205,
6908268,,322205,
6908268,,223505,
6475345,,322205,
6481876,,322205,
6488315,,322205,
6908268,,223505,
6908268,,223505,
6908268,,322205,
6471188,,223505,
6481876,,322205,
6488315,,322205,
6488315,,223505,
6488315,,322205,
0000418,,322205,
6530389,,322205,
6530389,,322205,
6703437,,322205,
2802783,,322205,
6703437,,322205,
6908268,,322205,
6908268,,322205,
2802783,,322205,
6908268,,322205,
2711613,,223505,
6475345,,223505,
6530389,,322205,
6703437,,223505,
6703437,,322205,
2802783,,322230,
6897029,,322205,
6908268,,223505,
6481876,,322205,
3983730,,322205,
3983730,,322205,
0000477,,322205,
0000396,,322205,
3983730,,322205,
3983730,,322205,
3983730,,322230,
2427427,,223505,
5653304,0000155950,223565,
0001996,,322205,
0020516,,223505,
6983227,,223505,
0001244,0000153141,223565,
0001546,,322205,
0000477,,322205,
0020516,,322205,
0000655,,322230,
0020516,,322205,
0001414,0000153230,223565,
2711974,,322230,
0001546,,322205,
0020516,,322230,
0020516,,223565,
9069569,0000155381,223565,
0022276,0000153737,322245,
6897029,,322230,
6908268,,223505,
6530389,,322205,
6530389,,322205,
6726852,,223505,
6488315,,322205,
6703437,,223505,
6703437,,322205,
6703437,,223505,
7958838,,322205,
6726852,,322205,
6475345,,322205,
6908268,,322205,
6530389,,223505,
6471188,,322205,
6481876,,322205,
0407070,,322205,
0000558,,322230,
6508561,,322205,
6726852,,223505,
6908268,,322205,
6488315,,322205,
6488315,,223505,
7168403,,223505,
6726852,,322205,
6726852,,223505,
6726852,,223505,
6908268,,322205,
6908268,,223505,
6508510,,322205,
6726852,,322205,
6726852,,322205,
6726852,,223505,
6908268,,223505,
6726852,,322205,
6481876,,322205,
6908268,,322205,
6908268,,322205,
6508510,,322205,
6530389,,223505,
6703437,,322205,
2319160,,223505,
6703437,,223505,
6726852,,322205,
6488315,,322205,
6726852,,322205,
6908268,,223505,
6481876,,223505,
3983730,,322205,
6726852,,322205,
6726852,,223505,
6908268,,322205,
0020567,0000153745,322250,
0024538,,322245,
0000655,,223505,
0024538,0000154172,223565,
0001546,,223505,
0001546,,322205,
0020516,,223545,
0020516,,322230,
0001546,,322205,
0001546,,223505,
0000477,,223505,
0001953,,322205,
2711613,,322205,
0002054,,322205,
0020516,,223505,
0020516,,322230,
3983730,,322205,
0024538,0001710583,223565,
0001511,0000153311,322245,
0001546,,322205,
0001546,,322230,
0020516,,223505,
0020516,,322230,
0020516,,322230,
0020516,,322230,
0000655,,322205,
0022187,0000153540,223505,
0022187,0000153540,223565,
0022322,0000153834,223505,
0001368,,322205,
0001546,,322230,
0001546,,223550,
0001953,,322230,
0001996,,223505,
0002054,,322205,
0020516,,223545,
3983730,,223505,
0020516,,322230,
0000426,,322205,
0022187,0000153559,322245,
0024538,0002405946,223565,
0001546,,322205,
0001546,,322230,
0001996,,223505,
0001996,,322205,
0002054,,516220,
0020516,,322230,
2711923,,322230,
0022330,,131210,
0022330,0000153869,223565,
0022403,0002399857,223565,
0022470,0000154083,223565,
2319160,,223505,
0000426,,223505,
0026204,0000154199,322245,
0001546,,322205,
0002062,0000153397,223565,
0020516,,322205,
0020516,,223545,
0020516,,223505,
3822141,,223505,
0020516,,223545,
0001546,,322205,
0001392,,223505,
0001546,,223505,
0028088,0000154474,223565,
0001546,,223550,
0001546,,223550,
2637294,,223550,
2711613,,322230,
0000426,,322205,
0000655,,223505,
2711974,,223505,
2711974,,223505,
2802783,,322205,
2802783,,322205,
2802783,,322205,
2802783,,223505,
2711613,,322230,
2711923,,322205,
2711974,,223505,
6946283,,223505,
2711974,,322230,
7574185,0001549294,322205,
2802783,,322205,
0000655,,322605,
2802783,,322205,
2711613,,223505,
0000418,,322230,
2711923,,322205,
2711974,,322230,
2711974,,322230,
2711974,,322205,
2711974,,322205,
2802783,,322205,
2802783,,322205,
2802783,,322205,
2711613,,322205,
2802783,,223505,
2427427,,223505,
2711613,,223505,
2711613,,322205,
2711974,,322230,
2711974,,322205,
0001546,,322205,
0001546,,322230,
0001813,,322205,
0001996,,322205,
0020516,,322205,
0022438,0002399830,223565,
0024503,0000154121,223565,
0001546,,322205,
0000426,,322205,
